id,discussion,parent,userid,userfullname,created,modified,mailed,subject,message,messageformat,messagetrust,attachment,totalscore,mailnow,deleted,privatereplyto,privatereplytofullname,wordcount,charcount
163372,62886,163333,34004,professor_1,"Wednesday, 30 October 2024, 5:55 AM","Wednesday, 30 October 2024, 5:55 AM",1,Re: Tárgy: Standardized communication (demo0),"If a new example is publishing, it is important to define, what are the new aspects compared to the previous ones? If there are no new aspects in the planned ""new"" example, then this entry is not needed from point of view of the thread. Such an entry let increase the appropriate statistics (KPI), but a lot of similar entries makes a process just slower, they need more technical resources - for no relevant impacts.",2,0,0,0,0,0,0,,75,343
163373,62886,163331,34004,professor_1,"Wednesday, 30 October 2024, 6:04 AM","Wednesday, 30 October 2024, 6:04 AM",1,Re: Tárgy: Standardized communication (demo0),"This interpretation is one of the potential existing ones. Do have this interpretation special advantages? Where/when seems to be relevant such a new interpretation? The basic situation does expect a standardzed answer = an ideal answer quasi with the less and less characters for a correct information processing. The information processing via email does not need a form, it does not need a database, it makes possible to filter the emails based on the subject, especially based on the first (common) part of the standardized answer in order to identify (later even with source-codes-support) the person-dependent key information units. New question: What could be the most shortened standardized answer? (length, definition, example-set)? (estimated time for an appropriate entry: 30 minutes)",2,0,0,0,0,0,0,,120,676
163374,62886,163372,34004,professor_1,"Wednesday, 30 October 2024, 6:13 AM","Wednesday, 30 October 2024, 6:13 AM",1,Re: Tárgy: Standardized communication (demo0),"Special task/question: Is somebody capable of creating text-examples for totally not-standardized answers, where a human can filter/identify/decode the needed information units, BUT a ChatGPT-version can not manage the same challenge?! (estimated time for an appropriate entry: 30 minutes - where a ChatGPT-based documentation does always need a prompt, the ChatGPT-answer, and the interpretations of the author in format of a WORD-file with an active change-tracking layer for theauthor's opinion (c.f. like in case of the final theses where the ChatGPT-like engines must definitely be used in different useful forms.)",2,0,0,0,0,0,0,,89,531
163375,62886,163300,34004,professor_1,"Wednesday, 30 October 2024, 6:15 AM","Wednesday, 30 October 2024, 6:15 AM",1,Re: Tárgy: Standardized communication (demo0),Why this complexity? What is the core information? Why should be processed more than really needed?,2,0,0,0,0,0,0,,16,84
163376,62886,163280,34004,professor_1,"Wednesday, 30 October 2024, 6:20 AM","Wednesday, 30 October 2024, 6:20 AM",1,Re: Tárgy: Standardized communication (demo0),Is it possible to deliver the number of the ideal length in case of the standardized answers based on all these interpretation layers? Or especially these complex interpretation makes impossible to deliver a focused answer conserning the n-times asked standard-length?,2,0,0,0,0,0,0,,40,229
163382,62886,163373,45293,student_17,"Wednesday, 30 October 2024, 1:00 PM","Wednesday, 30 October 2024, 1:00 PM",1,Tárgy: Re: Tárgy: Standardized communication (demo0),"1. Length: Around 20–30 characters for core information.
2. Definition: 5–10 words for a direct response.
3. Example Tags: 2–3 keywords for quick context.

For example: Project report
Dear XY

My Project will be done in 2026 nov.

Sincerely
XY",2,0,0,0,0,0,0,,43,201
163383,62886,163374,45293,student_17,"Wednesday, 30 October 2024, 1:24 PM","Wednesday, 30 October 2024, 1:24 PM",1,Tárgy: Re: Tárgy: Standardized communication (demo0),"For example, my first thought was to simply give him a slang but that doesn't work, so I asked it if it can read hieroglyph so when I sent him the message turns out he can't decipher it but we can with the help of this website https://discoveringegypt.com/hieroglyphic-typewriter/",2,0,0,0,0,0,0,,48,233
163384,62886,163365,46671,student_4,"Wednesday, 30 October 2024, 1:37 PM","Wednesday, 30 October 2024, 1:37 PM",1,Re: Tárgy: Standardized communication (demo0),"Thank you for clarifying, Professor Pitlik.

Based on your feedback, I would suggest that the ideal length for a standardized answer in this context is approximately 15-20 characters, assuming we’re only including the essential information like the deadline format (e.g., ""2025 Apr"").

Best regards,",2,0,0,0,0,0,0,,44,254
163388,62886,163365,44444,student_15,"Wednesday, 30 October 2024, 8:15 PM","Wednesday, 30 October 2024, 8:15 PM",1,Re: Tárgy: Standardized communication (demo0),"I think,an ideal answer should be around 30-50 words. This length keeps the message clear and to the point.

",2,0,0,0,0,0,0,,19,89
163393,62886,163388,34004,professor_1,"Thursday, 31 October 2024, 8:41 AM","Thursday, 31 October 2024, 8:41 AM",1,Re: Tárgy: Standardized communication (demo0),"We are searching one single exact number (length of the standardized answer / unit=character-number, integer, n>0. The solution is therefore not an interval. The proof of this number is the argumentation (rules for derivation) and the set of the potential answers covering the rules and havig exact the expected/calculated ideal length.",2,0,0,0,0,0,0,,51,286
163394,62886,163384,34004,professor_1,"Thursday, 31 October 2024, 8:42 AM","Thursday, 31 October 2024, 8:42 AM",1,Re: Tárgy: Standardized communication (demo0),https://moodle.kodolanyi.hu/mod/forum/discuss.php?d=62886#p163393,2,0,0,0,0,0,0,,1,65
163395,62886,163382,34004,professor_1,"Thursday, 31 October 2024, 8:43 AM","Thursday, 31 October 2024, 8:43 AM",1,Re: Tárgy: Re: Tárgy: Standardized communication (demo0),https://moodle.kodolanyi.hu/mod/forum/discuss.php?d=62886#p163393,2,0,0,0,0,0,0,,1,65
163396,62886,163383,34004,professor_1,"Thursday, 31 October 2024, 8:46 AM","Thursday, 31 October 2024, 8:46 AM",1,Re: Tárgy: Re: Tárgy: Standardized communication (demo0),"Relevant, new aspect: the definition of a standard string should define not only a length, the content as such, but also a kind of code page for character encoding...",2,0,0,0,0,0,0,,29,138
163397,62886,163239,34004,professor_1,"Thursday, 31 October 2024, 8:48 AM","Thursday, 31 October 2024, 8:48 AM",1,Re: Tárgy: Standardized communication (demo0),"For each general interpretation, it is always important to define a very clear example...",2,0,0,0,0,0,0,,14,76
163398,62886,163257,34004,professor_1,"Thursday, 31 October 2024, 8:50 AM","Thursday, 31 October 2024, 8:50 AM",1,Re: Tárgy: Standardized communication (demo0),All these backgrounds are relevant for finalizing the length of the ideal answer! We do need one single number!,2,0,0,0,0,0,0,,19,93
163399,62886,163259,34004,professor_1,"Thursday, 31 October 2024, 8:52 AM","Thursday, 31 October 2024, 8:52 AM",1,Re: Tárgy: Standardized communication (demo0),We do need now the exact number of the length - after all these background interpretation...,2,0,0,0,0,0,0,,16,77
163400,62886,163264,34004,professor_1,"Thursday, 31 October 2024, 8:58 AM","Thursday, 31 October 2024, 8:58 AM",1,Re: Tárgy: Standardized communication (demo0),"Helpful remark: in our particular case, a standardized answer should have an ideal length. Without this number, without its derivation rules for this number and without the set of each potntial string (answer) covering the derivation rules, this thread (incl. sub-threads is an unsuccessul performance, where the project owner may not pay for the IT-experts, not a cent...",2,0,0,0,0,0,0,,58,315
163401,62886,163268,34004,professor_1,"Thursday, 31 October 2024, 9:05 AM","Thursday, 31 October 2024, 9:05 AM",1,Re: Tárgy: Standardized communication (demo0),"Why may we interpret this particular (or each other) entry as a new relevant information? Why it is better, than a randomly generated string? A randonly generated reaction/answer/item/entry is always the benchmark in order to be capable of prooving, whether an entry is relevant or just a useless new record... Parallel, based on each entry, it is to expect, that we can add new relevant entries: but which is a new follow-action entry-by-entry? Or an entry is relevant, if a thread can be closed: e.g. we are seraching for the ideal length of the standardized answer since a lot of days, where the expected time for deriving the expected number should be measured in minutes!",2,0,0,0,0,0,0,,115,562
163402,62886,163272,34004,professor_1,"Thursday, 31 October 2024, 9:08 AM","Thursday, 31 October 2024, 9:36 AM",1,Re: Tárgy: Standardized communication (demo0),"Please, deliver a very clear example(s): what is a semi-standardized (filterable/excludable) additional information in the subject-line? What is an additional information in the subject line, making the automation quasi totally impossible? (estimated time for each example: 15 minutes)",2,0,0,0,0,0,0,,38,248
163403,62886,163277,34004,professor_1,"Thursday, 31 October 2024, 9:34 AM","Thursday, 31 October 2024, 9:34 AM",1,Re: Tárgy: Standardized communication (demo0),"We do need the exact number of the ideal length, it means, please search for the keyword ""number"" within this HTML-page and please, interpret all the affected entries! (estimated time for generating an overview in order to derive the expected number, finally: 30 minutes)",2,0,0,0,0,0,0,,44,228
163404,62886,163123,34004,professor_1,"Thursday, 31 October 2024, 9:35 AM","Thursday, 31 October 2024, 9:35 AM",1,Re: Tárgy: Standardized communication (demo0),Estimated time for each example-definition: 15 minutes,2,0,0,0,0,0,0,,7,48
163409,62886,163396,45293,student_17,"Thursday, 31 October 2024, 1:48 PM","Thursday, 31 October 2024, 1:48 PM",1,Tárgy: Re: Tárgy: Re: Tárgy: Standardized communication (demo0),"How about EBCDIC (Extended Binary Coded Decimal Interchange Code)

The Length is it has a length of 256 possible characters (2^8). However, it doesn’t utilize all of these in a straightforward way like ASCII or Unicode.

Content: Specifies the exact characters or symbols in the string, including any special characters, numbers, or punctuation.

Example: kávézó üdvözl?
Length: This string has 13 characters:

7 for ""kávézó "" (meaning ""café"")
1 space
6 for ""üdvözl"" (the beginning of the word ""üdvözlöm,"" meaning ""welcome"")
1 for ""?"" (coffee)",2,0,0,0,0,0,0,,85,455
163410,62886,163409,34004,professor_1,"Thursday, 31 October 2024, 2:11 PM","Thursday, 31 October 2024, 2:11 PM",1,Re: Tárgy: Re: Tárgy: Re: Tárgy: Standardized communication (demo0),"We do need one single number for the question concerning the ideal length, and the set of the potential examples (having in all cases exactly the number of the length of the strings, what we are searching for, and we do need the derivation rules for this length-parameter too...",2,0,0,0,0,0,0,,49,230
163418,62886,163410,45293,student_17,"Thursday, 31 October 2024, 6:29 PM","Thursday, 31 October 2024, 6:29 PM",1,Tárgy: Re: Tárgy: Re: Tárgy: Re: Tárgy: Standardized communication (demo0),"To determine an ideal single length for a standard string that includes diverse content and encoding possibilities, we need a balanced number that can comfortably hold a wide variety of text types (like multi-language phrases, accented characters, and emojis) while also being compact enough to prevent excessive length.",2,0,0,0,0,0,0,,48,273
163420,62886,163418,34004,professor_1,"Thursday, 31 October 2024, 9:47 PM","Thursday, 31 October 2024, 9:47 PM",1,Re: Tárgy: Re: Tárgy: Re: Tárgy: Re: Tárgy: Standardized communication (demo0),Length = ?,2,0,0,0,0,0,0,,3,8
163421,62886,163420,45293,student_17,"Thursday, 31 October 2024, 10:10 PM","Thursday, 31 October 2024, 10:10 PM",1,Tárgy: Re: Tárgy: Re: Tárgy: Re: Tárgy: Re: Tárgy: Standardized communication (demo0),"Length = 256 characters
This length can support most common uses, including multi-language support, special characters, and emojis, while maintaining reasonable storage and processing efficiency.",2,0,0,0,0,0,0,,25,171
163422,62886,163421,34004,professor_1,"Thursday, 31 October 2024, 10:34 PM","Thursday, 31 October 2024, 10:34 PM",1,Re: Tárgy: Re: Tárgy: Re: Tárgy: Re: Tárgy: Re: Tárgy: Standardized communication (demo0),"https://moodle.kodolanyi.hu/mod/resource/view.php?id=154997
We are searching for this particular challenge the number of the length.
Self-check (expected): please, list all potential versions of the standardized answer-options exactly with the same (expexted) length!",2,0,0,0,0,0,0,,30,238
163424,62886,163400,46671,student_4,"Thursday, 31 October 2024, 11:14 PM","Thursday, 31 October 2024, 11:14 PM",1,Re: Tárgy: Standardized communication (demo0),"Dear Professor Pitlik,

Thank you for your feedback. Here is my revised response based on the expectations:

Ideal Length of Standardized Answer: 25 characters.

Derivation Rules: The length of 25 characters is ideal because it includes all essential information in a consistent format:

Structure: The text ""thesis submission deadline ="" plus the date in ""YYYY MMM"" format.
Consistency and Efficiency: Each answer is concise yet comprehensive, with no unnecessary information, allowing for uniformity in automated processing.
Set of Potential Ideal Answers:

""thesis submission deadline = 2026 Apr""
Thank you for the guidance, and I hope this aligns more closely with your expectations.

Best regards,
Munkhjargal Ariunbold",2,0,0,0,0,0,0,,106,613
163425,62886,163424,34004,professor_1,"Thursday, 31 October 2024, 11:34 PM","Thursday, 31 October 2024, 11:34 PM",1,Re: Tárgy: Standardized communication (demo0),"Helpful picture:

",2,0,0,0,0,0,0,,2,15
163426,62886,163425,34004,professor_1,"Thursday, 31 October 2024, 11:35 PM","Thursday, 31 October 2024, 11:35 PM",1,Re: Tárgy: Standardized communication (demo0),"""HOSSZ"" = LEN()",2,0,0,0,0,0,0,,3,13
163427,62886,163368,44444,student_15,"Friday, 1 November 2024, 1:48 AM","Friday, 1 November 2024, 1:48 AM",1,Tárgy: Re: Tárgy: Standardized communication (demo0),"For example, a common reply can be: ""Thank you for your question. We got your request and will reply in two business days"" .This answer has exact lenght 116 characters, which is short and to the point. When sending such answers by email, it is also necessary to include names and Neptun codes of people in the database. This helps us identify each person correctly and avoid confusion with others who might have similar names. Keeping accurate records ensures that messages go to the right people and makes the process more efficient.",2,0,0,0,0,0,0,,92,443
163428,62886,163376,46678,student_19,"Friday, 1 November 2024, 3:00 AM","Friday, 1 November 2024, 3:00 AM",1,Tárgy: Re: Tárgy: Standardized communication (demo0),"While it's possible to determine an ideal length for standardized answers based on the interpretation layers in the document, a flexible approach is often more effective. By structuring each parameter—Data Source, Automation Tool, Automation Method, and Optimization Ideas—with concise, relevant details, an approximate length of 5–8 sentences (or around 100–150 words) can serve as a practical guideline. This structure typically allows for clarity without unnecessary detail, balancing thoroughness and brevity.

However, the complexity inherent in some interpretations may occasionally necessitate a longer answer. Strict adherence to a single standard length could oversimplify responses, especially for parameters requiring nuanced explanation. Thus, while a general target length is achievable, allowing for flexibility based on complexity ensures that each answer remains clear and comprehensive. This approach provides consistency while adapting to the specific needs of each parameter.",2,0,0,0,0,0,0,,138,860
163429,62886,163427,34004,professor_1,"Friday, 1 November 2024, 7:27 AM","Friday, 1 November 2024, 7:27 AM",1,Re: Tárgy: Re: Tárgy: Standardized communication (demo0),https://moodle.kodolanyi.hu/mod/forum/discuss.php?d=62886#p163425,2,0,0,0,0,0,0,,1,65
163430,62886,163428,34004,professor_1,"Friday, 1 November 2024, 7:35 AM","Friday, 1 November 2024, 7:35 AM",1,Re: Tárgy: Re: Tárgy: Standardized communication (demo0),"https://moodle.kodolanyi.hu/mod/forum/discuss.php?d=62886#p163425
Whether all these entries (without the expected number of the ideal length) are products of the ChatGPT? If yes, it is necessary to let us know, it is necessary to have a sign about this fact. Please, in case of each entry, where the ChatGPT was used in direct or indirect form, make a new entry about the how-used information (estimated time: 30 minutes). Independet of the yes/not-situation: it is necessary, that someboy make an experiment with the ChatGPT and try to enforce even the expected length here and now(estimated time: min. 1 hour).",2,0,0,0,0,0,0,,95,518
163432,62886,163399,47139,student_6,"Friday, 1 November 2024, 10:04 AM","Friday, 1 November 2024, 10:12 AM",1,Tárgy: Re: Tárgy: Standardized communication (demo0),"A number, ideally within 0 to 100 characters, as you suggested. This would likely vary depending on context and usage but should be concise enough for clarity without unnecessary verbosity.",2,0,0,0,0,0,0,,30,160
163433,62886,163432,47139,student_6,"Friday, 1 November 2024, 10:19 AM","Friday, 1 November 2024, 10:19 AM",1,Tárgy: Re: Tárgy: Standardized communication (demo0),"The rationale here would address why this specific number was chosen based on readability, response speed, or relevance for the intended audience. For example, if 50 characters is the ideal, the justification could include how shorter responses tend to improve comprehension and are more direct in communication.",2,0,0,0,0,0,0,,47,266
163434,62886,163433,34004,professor_1,"Friday, 1 November 2024, 10:24 AM","Friday, 1 November 2024, 10:24 AM",1,Re: Tárgy: Re: Tárgy: Standardized communication (demo0),"https://moodle.kodolanyi.hu/mod/forum/discuss.php?d=62886#p163425 <--Why it this item such as important on the way to the expected number of the ideal length (c.f. KNUTH:-)?! (We do not need the magic of words, we do need operationalized/operationalisable communication.",2,0,0,0,0,0,0,,34,237
163435,62886,163399,47139,student_6,"Friday, 1 November 2024, 10:33 AM","Friday, 1 November 2024, 10:33 AM",1,Tárgy: Re: Tárgy: Standardized communication (demo0),"let's take this example:

""""Subject: Thesis Submission Deadline - Februar 2026

Dear Mentor,

I would like to inform you that my planned thesis submission deadline is Februar 2026. I am actively working on the project and will make full use of the mentoring opportunities you provide.

I will ensure that all communication is carried out in the appropriate format and within the required timeframes. Please expect my participation in the MS Teams group as well, and I will reach out if I need any further consultations or assistance.

Thank you for your attention and support!

Best regards,
Kiss Andras
A4BCDE""""

Its specified length is 96 characters.

Generally, a formal, well-organized email message I write typically falls between 100-150 words, depending on the level of detail and precision required.
The example message I provided is approximately 80-100 words (96), which I believe is ideal for a simple yet informative response.

Why is that?

The length of my response depends on how detailed I choose to make the message. If I keep it concise and to the point, it will be shorter, while adding more details naturally increases the length.

Accuracy and clarity: By writing precisely and clearly, I help the reader understand the main points without unnecessary information or repetition. This means that precise wording can reduce the required character count while keeping the message complete and appropriate.

In summary, a formal, standard-length message I aim for usually falls between 80-150 words, influenced by the amount of information I include and the quality of my expression.

But this can vary. If the Professor only, I emphasize ONLY, asks for my name, date and Neptun code, then it can be very short. Ex: 39 characters that I mentioned.",2,0,0,0,0,0,0,,286,1466
163436,62886,163434,47139,student_6,"Friday, 1 November 2024, 10:39 AM","Friday, 1 November 2024, 10:43 AM",1,Tárgy: Re: Tárgy: Re: Tárgy: Standardized communication (demo0),"In this example, this count everything: spaces, special characters, commas, periods, equal signs, etc. – basically, everything.

If we count my example like this, it can be about 582 ( I also checked in Excel) words. Because we count spaces and all other characters.",2,0,0,0,0,0,0,,43,222
163437,62886,163434,47139,student_6,"Friday, 1 November 2024, 10:46 AM","Friday, 1 November 2024, 10:46 AM",1,Tárgy: Re: Tárgy: Re: Tárgy: Standardized communication (demo0),"If we consider the length of a standard response while counting spaces, punctuation marks, and all other characters, it would typically fall between 200-300 characters. This range is sufficient to provide a meaningful yet concise answer that conveys the essence without delving into unnecessary details. BUT if we were to format our response nicely, such as breaking it into paragraphs, using bullet points, or highlighting certain sections, the length of the response would typically fall between 300-500 characters (or more).",2,0,0,0,0,0,0,,80,448
163440,62886,163435,34004,professor_1,"Friday, 1 November 2024, 4:21 PM","Friday, 1 November 2024, 4:22 PM",1,Re: Tárgy: Re: Tárgy: Standardized communication (demo0),Its specified length is 96 characters vs. Thesis Submission Deadline - Februar 2026 <--Confuse or consistent? More (potential) examples? New question for a new number: We are searching for the number of the potential ideal strings (standardized answers) based on the demo0-documentation! What is this number being relevant for the further planning activities? What is the derivation rules for this number? (estimated time: 15 minutes),2,0,0,0,0,0,0,,65,370
163441,62886,163436,34004,professor_1,"Friday, 1 November 2024, 4:27 PM","Friday, 1 November 2024, 4:27 PM",1,Re: Tárgy: Re: Tárgy: Re: Tárgy: Standardized communication (demo0),"https://moodle.kodolanyi.hu/mod/forum/discuss.php?d=62886#p163425 - Is it really impossible to derive the exact result of the presented Excel-formula at all? :-) What kind of help/support is still needed to have the expected number of the ideal length? Please, do not forget the also expected self-check = the whole set of all potential standardized answers: c.f. second expected number about the volume of the compinatorial space of the potential ideal answers (exactly in case of the particular challenge)...",2,0,0,0,0,0,0,,74,437
163442,62886,163441,44444,student_15,"Friday, 1 November 2024, 5:04 PM","Friday, 1 November 2024, 5:04 PM",1,Re: Tárgy: Re: Tárgy: Re: Tárgy: Standardized communication (demo0),"It is possible to get the exact result from the Excel formula, but if the formula is complex with many combinations, checking all possible answers can be challenging. To find the ideal result, it’s important to break down the formula and verify all potential combinations.
",2,0,0,0,0,0,0,,45,228
163444,62886,163442,34004,professor_1,"Friday, 1 November 2024, 5:25 PM","Friday, 1 November 2024, 5:26 PM",1,Re: Tárgy: Re: Tárgy: Re: Tárgy: Standardized communication (demo0),"It is possible to get the exact result from the Excel formula, but if the formula is complex with many combinations, checking all possible answers can be challenging. To find the ideal result, it’s important to break down the formula and verify all potential combinations. <--PLEASE, DO IT FINALLY! ??",2,0,0,0,0,0,0,,50,251
163446,62886,163426,44444,student_15,"Saturday, 2 November 2024, 12:03 AM","Saturday, 2 November 2024, 12:03 AM",1,Tárgy: Re: Tárgy: Standardized communication (demo0),"The exact length of the standardized answer ""thesis submission deadline = 2026 Apr"" is 34 characters(5 words). This length is determined by using the LEN() function in excel such as =LEN(G66) in the picture.",2,0,0,0,0,0,0,,34,174
163453,62886,163446,34004,professor_1,"Saturday, 2 November 2024, 8:26 AM","Saturday, 2 November 2024, 8:26 AM",1,Re: Tárgy: Re: Tárgy: Standardized communication (demo0),,2,0,0,0,0,0,0,,0,0
163454,62886,163453,34004,professor_1,"Saturday, 2 November 2024, 8:29 AM","Saturday, 2 November 2024, 8:29 AM",1,Re: Tárgy: Re: Tárgy: Standardized communication (demo0),We do search again and again for the set of the potential strings with the ideal length (see: number of items in the combinatorial space + list of these items),2,0,0,0,0,0,0,,30,130
163455,62886,163453,34004,professor_1,"Saturday, 2 November 2024, 8:30 AM","Saturday, 2 November 2024, 8:30 AM",1,Re: Tárgy: Re: Tárgy: Standardized communication (demo0),"""KÖZÉP"" = MID() (c.f. https://excelneked.hu/2020/01/08/excel-fuggvenyek-angolul-es-magyarul/)",2,0,0,0,0,0,0,,5,89
163456,62886,163455,34004,professor_1,"Saturday, 2 November 2024, 8:33 AM","Saturday, 2 November 2024, 8:33 AM",1,Re: Tárgy: Re: Tárgy: Standardized communication (demo0),"Parallel to the magic-of-words-effects (see riskily interpretable text-streams), we have to communicate more and more based on more massive pseudo codes- following the KNUTH-principle: https://miau.my-x.hu/miau2009/index_tki.php3?_filterText0=*knuth",2,0,0,0,0,0,0,,25,225
163465,62886,163030,44166,student_13,"Saturday, 2 November 2024, 10:10 PM","Saturday, 2 November 2024, 10:10 PM",1,Tárgy: Standardized communication (demo0),"If I understood the task correctly, a standardized answer is a predetermined formatting style for responses pertaining to multiple different interactions or communications that aid in providing concise, organized, and most importantly consistent transfers of information. A standardized answer concerning the highlighted document would be the section in the main body that reads: ""All emails, submissions, and requests made by you must contain clear data with full names and neptun codes"". This statement sets the basis for the information required in a standardized answer, thus; all of our communications should contain this information at the very minimum. Full names and neptun codes are sets of information that will not change regardless of the topic, task, or other information, so it would make sense to combine these into one signature as stated in the document. The clear data, however, would change based on the information or current task and would need to be as concise as possible to retain as much useful and important information as possible while still remaining clear and understandable.",2,0,0,0,0,0,0,,172,934
163467,62886,163465,34004,professor_1,"Saturday, 2 November 2024, 11:24 PM","Saturday, 2 November 2024, 11:24 PM",1,Re: Tárgy: Standardized communication (demo0),"Seemingly correct text-elements, but without any operative value: we do need the asked numbers ísee before) und just behind these exact answers (and not instead of exactness) may we write more explanation, remarks, etc. Planning is a lot of commands for executive partners. Long text-elements can not be interpreted as commands. Commands are short and precise phenomena (numbers, proofs, figures - pseudo-code-like approaches).",2,0,0,0,0,0,0,,63,365
163498,62886,163440,47139,student_6,"Monday, 4 November 2024, 10:02 AM","Monday, 4 November 2024, 10:02 AM",1,Tárgy: Re: Tárgy: Re: Tárgy: Standardized communication (demo0),"But I wrote that the number of words is only 96, if you count all the characters, it is much more. In this case, we can talk about hundreds of characters in terms of length. (If we count my example like this, it can be about 582 ( I also checked in Excel) words)

Examples of Potential Standardized Responses:

Simple Confirmation

""Subject: Meeting Confirmation
Dear [Mentor's Name],
I confirm our meeting scheduled for [Date, Time]. Please let me know if any details change.
Best regards, [Your Name, Neptun Code]""
Thesis Progress Update

""Subject: Thesis Progress Update
Dear Mentor,
I’m making steady progress on my thesis and am on track for my planned February 2026 submission. Let me know if any additional materials are required for our next review.
Regards, [Your Name, Neptun Code]""
Request for Feedback

""Subject: Request for Feedback on Thesis Draft
Dear Mentor,
I’ve completed a draft of my thesis. I would appreciate your feedback on the content and structure. I’m available to discuss at your earliest convenience.
Best, [Your Name, Neptun Code]""

""What is this number being relevant for further planning activities?""

Explanation: Standardizing responses:

Saves Time: Having a set of pre-drafted responses reduces the time you spend composing similar messages.
Improves Consistency: Standardization ensures clarity and professionalism in all interactions, which can help maintain a clear communication style with your mentor.
Enhances Organization: You can focus on planning and tracking progress rather than drafting each message individually.

„What is the derivation rule for this number?”

Example Derivation Rule:

Identify Key Topics: Look for common communication themes in your mentor interactions, such as thesis updates, meeting requests, and feedback queries.
Frequency of Use: Prioritize responses based on how often each topic arises.
Adjust for Specific Requirements: Include any specialized responses your mentor or the documentation emphasizes.",2,0,0,0,0,0,0,,299,1668
163501,62886,163498,34004,professor_1,"Monday, 4 November 2024, 10:45 AM","Monday, 4 November 2024, 10:45 AM",1,Re: Tárgy: Re: Tárgy: Re: Tárgy: Standardized communication (demo0),"Please, fill the test questionnaire immediately: https://moodle.kodolanyi.hu/mod/forum/discuss.php?d=62967",2,0,0,0,0,0,0,,7,100
163809,62886,163030,46673,student_18,"Friday, 8 November 2024, 3:15 PM","Friday, 8 November 2024, 3:15 PM",1,Re: Tárgy: Standardized communication (demo0),"According to the document, standardized answers must include:

Ideal Length: Though the document notes that the exact ""ideal"" length is yet to be defined, standardized answers are expected to fall within certain parameters to maintain uniformity.
Defined Argumentation Rules: Standardized answers should follow specific argumentation rules, which justify their length and content. This helps to ensure that answers are not only concise but also relevant and structured.
Set of Potential Ideal Items: Standardized answers should incorporate a set of items that are considered ""ideal"" or essential. These items would be predefined, making the answer easily comparable with others.",2,0,0,0,0,0,0,,98,580
163810,62886,163031,46673,student_18,"Friday, 8 November 2024, 3:16 PM","Friday, 8 November 2024, 3:16 PM",1,Re: Tárgy: Standardized communication (demo0),"Variable Length: Unlike standardized answers, non-standardized answers do not have a defined or consistent length, allowing respondents to elaborate or keep their answers brief based on their preferences or interpretation.
Flexible Argumentation: Without rigid argumentation rules, non-standardized answers may present points in various ways, potentially making them more subjective and varied in perspective.
Absence of a Defined Set of Ideal Items: Non-standardized answers do not need to include specific, predetermined items. This flexibility allows for more creativity and personalization but may make comparison and evaluation more challenging.",2,0,0,0,0,0,0,,87,564
163823,62886,163810,34004,professor_1,"Saturday, 9 November 2024, 7:41 AM","Saturday, 9 November 2024, 7:41 AM",1,Re: Tárgy: Standardized communication (demo0),Correct interpretations - (without any question:-),2,0,0,0,0,0,0,,6,45
163089,62899,0,34004,professor_1,"Wednesday, 23 October 2024, 8:24 AM","Wednesday, 23 October 2024, 9:21 AM",1,EVALUATION SHEET,"EXPECTATIONS & EVALUATIONS

1. THERE WERE TEMPORARY ACCESS RIGHTS PROBLEMS & NOBODY SENT ANY EMAILS ABOUT THEM TO THE ORGANIZERS! = :-(

2. THERE WERE NEPTUN-EMAILS SENT TO YOU ABOUT THE TASKS IN MOODLE & NOBODY DID ANYTHING IMMEDIATELY! = :-(

3. THERE IS AN EVALUATION SHEET FROM NOW ON & ??? = ???
",2,0,0,0,0,0,0,,54,244
163090,62899,163089,34004,professor_1,"Wednesday, 23 October 2024, 9:20 AM","Wednesday, 23 October 2024, 9:21 AM",1,Tárgy: EVALUATION SHEET,The first email about the temporary access rights problems is arrived... = :-),2,0,0,0,0,0,0,,13,66
163096,62899,163089,34004,professor_1,"Wednesday, 23 October 2024, 11:00 AM","Wednesday, 23 October 2024, 11:00 AM",1,Re: EVALUATION SHEET,4. THERE WAS A PARAMETER BEING CAPABLE OF STOPPING THE USING OF THE PREFERRED LANGUAGE & NOBODY SIGNALISED THIS PROBLEM = :-(,2,0,0,0,0,0,0,,22,104
163097,62899,163089,34004,professor_1,"Wednesday, 23 October 2024, 11:06 AM","Wednesday, 23 October 2024, 11:23 AM",1,Re: EVALUATION SHEET,"WORTH KNOWING ABOUT IT:
https://moodle.kodolanyi.hu/mod/forum/report/summary/index.php?courseid=17814&forumid=29927",2,0,0,0,0,0,0,,5,111
163099,62899,163097,34004,professor_1,"Wednesday, 23 October 2024, 11:22 AM","Wednesday, 23 October 2024, 11:22 AM",1,Re: EVALUATION SHEET,WORTH KNOWING ABOUT IT TOO:https://moodle.kodolanyi.hu/user/index.php?id=17814 ,2,0,0,0,0,0,0,,5,75
163105,62899,163097,47139,student_6,"Wednesday, 23 October 2024, 5:44 PM","Wednesday, 23 October 2024, 5:44 PM",1,Tárgy: Re: EVALUATION SHEET,"it says: error/Unable to find forum with cmid 29927.

I can't open it.",2,0,0,0,0,0,0,,13,57
